Has_Financial_Questions,SME_Age,SME_Type,Industry_Sector,SME_Size_Category,Literacy_Accounting,Literacy_Budgeting,Literacy_Investment_Evaluation,Literacy_Credit_Knowledge,Risk_Awareness,Risk_Evaluation,Risk_Mitigation_Strategies,Risk_Taking_Willingness,Assessment_Data_Driven,Assessment_Expert_Consultation,Assessment_Scenario_Analysis,Assessment_Internal_Evaluation,Decision_Autonomy,Decision_Consultation,Decision_Financial_Advisor,Decision_Strategic_Alignment,Decision_Investment_Choices,Decision_Loan_Approval,Decision_Capital_Allocation,Decision_CashFlow_Management,Analysis_Accounting_Tools,Analysis_Financial_Ratios,Analysis_Forecasting,Analysis_Benchmarking,Liquidity_Stability,Uses_Digital_Finance,Annual_Revenue_Category,Financial_Distress
YES,9.0,2.0,3.635130659089194,3.182434670455403,3.817565329544597,3.0,4.182434670455403,5.635130659089194,0.36486934091080614,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,2.182434670455403,2.0,4.0,2.364869340910806,3.817565329544597,1.0,1.0,0
YES,5.314100013721786,2.0,3.5288499794173216,2.157050006860893,4.0,3.842949993139107,3.157050006860893,2.157050006860893,4.842949993139107,2.0,3.0,1.8429499931391071,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.842949993139107,4.0,4.0,5.0,2.157050006860893,4.157050006860893,4.157050006860893,0.15705000686089288,3.842949993139107,0
YES,9.040912184278767,2.479543907860617,1.959087815721234,2.479543907860617,3.959087815721234,3.438631723581851,4.0,9.0,6.0,2.479543907860617,1.479543907860617,1.0,2.0,2.479543907860617,2.0,2.0,4.040912184278766,3.561368276418149,4.5204560921393835,4.0,2.520456092139383,3.479543907860617,4.040912184278766,3.479543907860617,1.959087815721234,0.520456092139383,5.0,2.0,5.959087815721234,0.47954390786061696,0.0,0
YES,8.139189137313263,1.1391891373132625,3.8608108626867375,2.1391891373132625,3.0,2.1391891373132625,3.0,6.417567411939787,5.721621725373475,3.1391891373132625,4.0,2.1391891373132625,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,6.139189137313263,3.1391891373132625,2.8608108626867375,4.582432588060213,4.0,1.8608108626867375,0.13918913731326255,0.8608108626867375,0.8608108626867375,0
YES,9.0,1.9945562908083094,2.005443709191691,2.005443709191691,4.0,4.0,4.005443709191691,0.0,8.99455629080831,1.0,1.0054437091916906,1.0054437091916906,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.005443709191691,4.0,4.0,5.978225163233238,3.005443709191691,4.005443709191691,2.994556290808309,0.005443709191690571,2.989112581616619,0
YES,6.0,3.9648253684684036,4.964825368468404,3.0,3.9648253684684036,3.0,5.0,8.0,8.929650736936807,1.0,2.9648253684684036,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.8593014738736136,3.0351746315315964,1.0351746315315966,7.0,4.0,2.9296507369368068,2.0,0.9648253684684034,0.03517463153159661,0
YES,2.8236431872734853,2.1763568127265147,1.9118215936367426,3.0,2.9118215936367426,3.0,3.0,0.08817840636325724,2.9118215936367426,2.0881784063632574,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,7.176356812726515,3.0881784063632574,3.9118215936367426,5.0,4.823643187273485,2.0881784063632574,2.0,1.0,0.08817840636325724,0
YES,13.550663859771833,3.2246680701140837,2.0,3.0,4.0,3.2246680701140837,4.0,1.224668070114084,0.0,2.7753319298859163,2.7753319298859163,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,1.224668070114084,3.2246680701140837,3.0,4.674004210342252,2.7753319298859163,5.0,7.5506638597718325,0.775331929885916,1.674004210342252,0
YES,21.450706058250386,2.0,2.9014121165007714,3.0,3.0,3.0,4.0,6.549293941749614,4.901412116500771,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,0.4507060582503857,3.5492939417496143,2.4507060582503857,3.0,4.450706058250386,2.4507060582503857,2.0,1.0,0.9014121165007714,0
YES,21.0,2.4927797370440254,1.7391696055660386,2.4927797370440254,2.2463898685220127,3.0,5.0,5.0,5.0,1.0,1.2463898685220127,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.7536101314779873,3.0,3.0,1.0,3.2463898685220127,2.2463898685220127,1.7536101314779873,4.0,3.0,3.0,0.24638986852201283,3.0,0
YES,13.0,2.955639461723422,3.9112789234468432,3.0,3.044360538276578,3.0,4.0,5.955639461723422,6.044360538276578,1.2218026913828917,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,8.0,3.0,2.955639461723422,7.044360538276578,4.955639461723422,2.044360538276578,0.044360538276578376,0.0,0.08872107655315675,0
YES,15.0,2.7720895238812853,3.2279104761187147,3.2279104761187147,3.7720895238812853,3.2279104761187147,4.227910476118715,2.45582095223743,7.772089523881285,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,1.54417904776257,3.0,4.0,8.54417904776257,4.0,4.0,1.0,1.0,3.54417904776257,0
YES,14.842371333818322,2.157628666181678,3.527114001454966,1.8423713338183219,2.842371333818322,3.0,3.157628666181678,4.157628666181678,8.157628666181678,3.157628666181678,2.157628666181678,2.157628666181678,4.0,3.0,3.157628666181678,4.0,3.842371333818322,3.157628666181678,3.0,2.0,2.842371333818322,3.0,1.8423713338183219,3.157628666181678,3.527114001454966,2.3152573323633563,3.157628666181678,2.842371333818322,3.842371333818322,1.0,0.842371333818322,0
YES,27.0,1.4787868372198765,3.5212131627801235,2.7606065813900615,4.0,3.0,5.0,4.2393934186099385,1.5212131627801235,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,9.0,3.2393934186099385,2.0,3.2393934186099385,4.0,2.957573674439753,1.5212131627801235,1.0,4.0,0
YES,16.663577815132918,1.8317889075664584,3.1682110924335416,1.0,3.0,3.1682110924335416,4.831788907566459,4.168211092433541,3.0,1.0,2.1682110924335416,1.1682110924335416,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.1682110924335416,3.1682110924335416,4.168211092433541,3.8317889075664584,2.0,2.8317889075664584,2.8317889075664584,3.0,1.1682110924335416,1.0,0.0,0
YES,6.332851780708527,2.0,4.1664258903542635,3.0,3.1664258903542635,3.8335741096457365,4.8335741096457365,0.0,3.5007223289372105,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.1664258903542635,3.1664258903542635,4.1664258903542635,3.1664258903542635,3.8335741096457365,7.332851780708527,4.0,4.0,5.0,0.16642589035426325,2.3328517807085265,0
YES,19.39021764004842,1.8048911799757898,4.0,1.8048911799757898,4.0,4.0,5.0,8.0,4.80489117997579,1.0,2.19510882002421,1.8048911799757898,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,1.8048911799757898,3.19510882002421,3.0,6.39021764004842,4.41467353992737,3.19510882002421,2.19510882002421,1.0,1.0,0
YES,9.0,3.107388671955853,1.107388671955853,4.785222656088294,3.214777343911706,4.0,4.107388671955853,2.0,8.0,2.0,3.0,1.107388671955853,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.107388671955853,3.107388671955853,0.107388671955853,4.0,3.892611328044147,8.785222656088294,4.677833984132441,5.0,2.107388671955853,0.892611328044147,3.0,0
YES,4.0,3.0,3.082700203837848,3.0,2.458649898081076,2.458649898081076,3.0,9.0,2.458649898081076,3.541350101918924,1.458649898081076,1.458649898081076,2.0,3.0,1.541350101918924,2.0,3.458649898081076,2.458649898081076,3.541350101918924,4.0,2.458649898081076,4.458649898081076,6.458649898081076,3.541350101918924,3.541350101918924,2.082700203837848,4.541350101918924,4.082700203837848,1.8345995923243037,1.0,2.0,0
YES,6.969069743066914,4.0,4.030930256933086,1.6769767523110284,3.0,3.0,2.6769767523110284,0.0,7.323023247688972,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,8.0,3.0,3.6460464953779432,2.6769767523110284,3.0,4.323023247688972,2.3539535046220568,0.6769767523110285,3.6769767523110284,0
YES,5.0,2.4972408478806436,2.5027591521193564,3.0,3.5027591521193564,4.0,5.0,0.4972408478806435,0.994481695761287,1.4972408478806436,1.994481695761287,1.4972408478806436,2.5027591521193564,2.5027591521193564,2.5027591521193564,2.5027591521193564,4.497240847880644,5.0,5.0,3.4972408478806436,4.0,4.0,4.502759152119356,4.0,2.994481695761287,8.502759152119356,4.497240847880644,3.0,4.0,0.5027591521193565,0.4972408478806435,0
YES,18.093990929416602,2.906009070583398,3.0,3.0,3.0,3.0,4.093990929416602,7.187981858833204,0.3759637176664081,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,0.09399092941660203,3.0,3.0,0.906009070583398,3.0,4.093990929416602,2.0,0.09399092941660203,3.906009070583398,0
YES,23.0,3.0,3.709277692379335,4.41855538475867,4.0,4.0,4.0,3.41855538475867,0.5814446152413302,1.0,2.290722307620665,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,1.5814446152413302,3.290722307620665,3.709277692379335,5.41855538475867,4.2907223076206655,2.709277692379335,0.0,1.0,2.41855538475867,0
YES,7.983731853997006,1.9837318539970061,2.016268146002994,3.016268146002994,3.0325362920059877,2.0325362920059877,4.983731853997006,0.0,0.983731853997006,1.0,2.016268146002994,1.9837318539970061,2.016268146002994,2.016268146002994,2.016268146002994,2.016268146002994,4.983731853997006,5.0,5.0,3.983731853997006,3.016268146002994,3.016268146002994,4.9511955619910175,3.0,2.9674637079940123,1.0,4.983731853997006,3.9674637079940123,8.016268146002995,0.0,1.0162681460029939,0
YES,19.0,2.0392852483301827,4.039285248330183,3.0,3.0392852483301827,4.0,4.0,5.960714751669817,0.0,1.0392852483301827,2.0392852483301827,1.0785704966603653,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0392852483301827,3.0392852483301827,5.039285248330183,3.0392852483301827,4.0,2.9214295033396347,4.960714751669817,5.0,2.0392852483301827,0.039285248330182654,0.07857049666036531,0
YES,5.320486897655547,2.679513102344453,2.0,2.0,3.0,3.0,5.0,6.359026204688906,1.9614606929666418,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.320486897655547,3.0,4.679513102344453,6.359026204688906,4.0,4.0,5.679513102344453,0.3204868976555473,0.6409737953110946,0
YES,8.996296804245226,1.0111095872643228,3.0074063915095484,1.9962968042452258,2.996296804245226,3.0,5.0,3.003703195754774,8.992593608490452,1.0037031957547742,3.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.992593608490452,3.0,3.0,2.003703195754774,5.0,4.992593608490452,1.0,1.0,1.9962968042452258,0
YES,15.3088976090062,2.8455511954968995,4.8455511954969,3.308897609006201,3.0,3.0,2.8455511954968995,2.8455511954968995,7.308897609006201,3.691102390993799,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,0.8455511954968996,3.0,3.0,1.0,3.0,3.1544488045031005,5.691102390993799,1.0,2.536653586490699,0
YES,13.0,2.7780810011354906,2.389040500567745,3.0,3.389040500567745,2.389040500567745,3.610959499432255,9.0,4.389040500567745,3.610959499432255,2.2219189988645094,3.389040500567745,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,7.832878498296764,3.0,3.389040500567745,1.0,2.7780810011354906,3.7780810011354906,0.0,0.6109594994322547,0.0,0
YES,7.0802492405220185,1.1203738607830285,3.080249240522019,3.0,2.0,3.0,3.9598753797389907,1.9598753797389905,8.919750759477981,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.9598753797389905,3.0,2.0401246202610093,0.04012462026100949,3.0401246202610093,1.9598753797389905,1.9598753797389905,0.0,2.0,0
YES,4.295659511384861,2.0,3.0,1.9014468295383795,3.0,2.0985531704616207,4.0,3.0,1.394212681846482,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.7043404886151388,3.0,1.0985531704616205,8.90144682953838,5.0,2.197106340923241,0.0,0.9014468295383795,2.802893659076759,0
YES,13.0,2.0,2.1148585585286392,2.1148585585286392,3.5574292792643196,3.4425707207356804,4.55742927926432,2.8851414414713608,6.885141441471361,1.4425707207356804,3.4425707207356804,1.4425707207356804,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.4425707207356804,3.4425707207356804,2.5574292792643196,4.0,3.4425707207356804,0.0,3.8851414414713608,3.8851414414713608,6.0,0.5574292792643197,1.0,0
YES,2.1315238487972303,1.1315238487972303,2.8684761512027697,3.0,3.0,3.0,5.0,3.1315238487972303,0.2630476975944609,1.0,1.1315238487972303,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.1315238487972303,3.0,3.0,0.8684761512027696,3.1315238487972303,2.8684761512027697,2.8684761512027697,4.0,3.0,5.13152384879723,0.13152384879723045,2.1315238487972303,0
YES,19.165570880094258,2.0,4.165570880094258,2.0,3.1655708800942577,3.8344291199057423,4.834429119905742,1.8344291199057423,3.6688582398114846,1.8344291199057423,1.8344291199057423,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,0.1655708800942577,3.0,3.1655708800942577,3.1655708800942577,4.0,2.1655708800942577,6.0,1.0,1.3311417601885154,0
YES,4.666012430402172,2.0,2.166993784798914,2.333987569597828,1.833006215201086,3.0,4.0,6.500981354396742,6.0,4.833006215201086,4.166993784798914,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,5.833006215201086,3.0,2.833006215201086,1.0,3.166993784798914,3.666012430402172,3.333987569597828,0.8330062152010861,2.0,0
YES,16.301826139285094,1.698173860714905,3.6981738607149053,2.0,3.0,3.0,5.0,8.698173860714904,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,2.094521582144715,3.0,3.6981738607149053,6.698173860714905,5.0,3.60365227857019,2.6981738607149053,0.30182613928509494,1.698173860714905,0
YES,10.417169722647902,2.7085848613239514,3.0,4.291415138676049,2.0,2.2914151386760486,4.0,0.0,7.582830277352097,4.0,4.0,3.2914151386760486,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,1.8742454160281459,3.0,3.7085848613239514,2.5828302773520972,4.708584861323951,3.5828302773520972,2.7085848613239514,0.7085848613239514,3.2914151386760486,0
YES,21.66383974225548,2.0,3.0,1.6723205154890397,3.66383974225548,4.6638397422554805,4.3361602577445195,3.67232051548904,2.66383974225548,2.0,3.66383974225548,1.33616025774452,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,7.6638397422554805,3.66383974225548,2.33616025774452,8.0,3.67232051548904,2.33616025774452,0.6723205154890397,1.0,1.3276794845109603,0
YES,2.0,3.3084692125826862,4.308469212582686,2.6915307874173138,3.3830615748346275,3.0,3.0,7.0,2.3084692125826862,3.0,3.6915307874173138,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.766123149669255,3.6915307874173138,2.3084692125826862,1.3084692125826862,4.691530787417314,4.691530787417314,1.3084692125826862,1.0,2.0,0
YES,2.979954000467435,3.979954000467435,3.0400919990651296,5.0,3.0,3.020045999532565,5.0,2.020045999532565,6.0,2.0,3.0,1.0200459995325648,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.020045999532565,3.020045999532565,1.9799540004674352,3.979954000467435,3.0,1.0200459995325648,4.0,3.0,1.0200459995325648,0.020045999532564696,3.9599080009348704,0
YES,8.747706727644434,2.0,2.582568909214811,4.417431090785189,2.0,2.417431090785189,3.582568909214811,0.4174310907851888,0.8348621815703776,4.417431090785189,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,8.58256890921481,3.0,2.417431090785189,8.58256890921481,3.582568909214811,3.2522932723555664,2.582568909214811,0.0,2.1651378184296224,0
YES,13.0,3.0,2.0,2.0,3.301166329553967,3.301166329553967,5.0,5.0,0.30116632955396716,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0965010113380984,3.0,3.0,7.6988336704460325,3.397667340892066,2.698833670446033,3.0965010113380984,1.0,1.698833670446033,0
YES,11.146134006474796,2.1461340064747967,3.0,3.1461340064747967,2.0,2.8538659935252033,4.0,0.14613400647479646,5.853865993525203,4.0,4.0,2.1461340064747967,4.0,2.8538659935252033,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,0.2922680129495929,4.707731987050407,3.707731987050407,5.0,4.146134006474797,4.707731987050407,1.1461340064747965,1.0,4.0,0
YES,10.28033086676546,3.0,3.1401654333827302,1.2803308667654607,4.0,3.8598345666172698,4.14016543338273,0.8598345666172696,0.14016543338273035,1.8598345666172698,2.8598345666172698,1.8598345666172698,2.1401654333827302,2.1401654333827302,2.1401654333827302,2.1401654333827302,4.85983456661727,5.0,5.0,4.0,4.0,4.0,2.0,4.0,3.7196691332345395,4.0,4.0,3.7196691332345395,7.0,1.0,1.8598345666172698,0
YES,8.544183148976801,4.0,4.455816851023198,3.9116337020463963,3.544183148976802,3.544183148976802,5.0,0.5441831489768018,8.544183148976801,1.4558168510231981,1.4558168510231981,1.0,2.544183148976802,2.544183148976802,2.544183148976802,2.544183148976802,4.455816851023198,5.0,5.0,3.455816851023198,3.544183148976802,3.544183148976802,5.544183148976802,3.544183148976802,4.455816851023198,5.911633702046396,4.544183148976802,4.0,0.9116337020463965,1.0,0.0,0
YES,8.0,3.9839837186524343,1.0080081406737829,3.991991859326217,3.0,3.9839837186524343,5.0,0.0,0.00800814067378286,1.0,2.0,1.0080081406737829,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.008008140673783,3.991991859326217,3.0,3.9759755779786516,3.0160162813475657,4.991991859326217,7.008008140673783,0.0,2.9839837186524343,0
YES,25.09509364771073,3.0,3.9049063522892706,3.0,2.2852809431321885,1.2852809431321885,2.0950936477107294,0.9049063522892705,6.190187295421459,3.0950936477107294,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.8098127045785413,4.0,3.0,8.09509364771073,4.0,3.0950936477107294,1.0,1.0,0.9049063522892705,0
YES,13.054211744205993,1.054211744205993,2.9457882557940067,4.945788255794007,3.9457882557940067,3.0542117442059933,5.0,7.945788255794007,3.9457882557940067,1.0,2.0542117442059933,1.054211744205993,2.9457882557940067,2.9457882557940067,2.9457882557940067,2.9457882557940067,4.054211744205993,5.0,5.0,3.0542117442059933,3.9457882557940067,3.9457882557940067,5.891576511588013,3.9457882557940067,3.0,0.0,5.0,2.0542117442059933,5.837364767382021,1.0,1.054211744205993,0
YES,7.274521965984513,3.0,3.0,2.450956068030974,3.725478034015487,3.549043931969026,4.274521965984513,0.27452196598451306,2.1764341020464606,1.5490439319690261,2.0,1.274521965984513,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.274521965984513,3.274521965984513,0.7254780340154869,3.274521965984513,3.725478034015487,1.274521965984513,5.0,4.0,5.0,1.0,3.274521965984513,0
YES,23.918940436122398,2.081059563877603,2.918940436122397,2.918940436122397,3.0,3.0,4.081059563877603,5.918940436122397,5.756821308367191,1.081059563877603,2.081059563877603,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,0.9189404361223968,0.0,3.837880872244794,0
YES,23.28354701844121,1.7164529815587901,2.5670940368824198,3.5670940368824198,3.28354701844121,3.28354701844121,5.0,7.71645298155879,4.56709403688242,1.0,1.7164529815587901,1.0,2.28354701844121,2.28354701844121,2.28354701844121,2.28354701844121,4.71645298155879,5.0,5.0,3.71645298155879,3.28354701844121,3.28354701844121,0.71645298155879,3.0,3.28354701844121,4.0,4.0,3.28354701844121,0.0,0.28354701844121,1.43290596311758,0
YES,16.750375295589418,2.500750591178833,5.0,1.0,2.7503752955894165,3.2496247044105835,3.0,6.499249408821167,1.5007505911788332,3.0,2.499249408821167,3.2496247044105835,3.7503752955894165,2.7503752955894165,3.0,3.7503752955894165,4.249624704410583,3.0,3.2496247044105835,2.2496247044105835,3.0,3.0,0.49924940882116675,3.2496247044105835,3.2496247044105835,5.750375295589417,3.2496247044105835,3.2496247044105835,4.249624704410583,1.0,0.0,0
YES,11.87771296069694,2.8777129606969396,1.244574078606121,2.1222870393030604,3.0,3.0,5.0,4.755425921393879,0.12228703930306051,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.12228703930306,0.12228703930306051,1.0,1.8777129606969396,0
YES,11.0,1.186850011636186,4.626299976727628,3.0,3.186850011636186,3.186850011636186,5.0,9.0,4.813149988363814,1.186850011636186,2.186850011636186,1.186850011636186,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.186850011636186,3.186850011636186,3.186850011636186,4.0,3.186850011636186,3.813149988363814,4.813149988363814,3.186850011636186,4.0,0.18685001163618586,0.18685001163618586,0
YES,22.0,3.915660434950553,3.0421697825247236,3.0,3.0421697825247236,2.0421697825247236,3.0421697825247236,6.126509347574171,2.915660434950553,2.0421697825247236,4.042169782524724,2.0421697825247236,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,9.0,3.9578302174752764,3.0421697825247236,3.9578302174752764,3.0421697825247236,3.0,1.084339565049447,0.0,2.9578302174752764,0
YES,2.883762015458032,2.116237984541968,1.883762015458032,2.0,4.0,4.0,4.116237984541968,0.2324759690839362,4.883762015458032,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,1.0,3.883762015458032,3.883762015458032,2.767524030916064,3.116237984541968,4.767524030916064,5.0,0.1162379845419681,2.232475969083936,0
YES,5.9333294191163475,1.0666705808836527,2.9333294191163475,2.0,2.0666705808836525,2.0666705808836525,3.8666588382326945,5.0,1.0,3.9333294191163475,4.0,3.0,3.9333294191163475,2.9333294191163475,3.9333294191163475,3.9333294191163475,3.1333411617673055,3.9333294191163475,3.0666705808836525,2.0666705808836525,2.0666705808836525,3.0,1.0,4.866658838232695,4.0,5.0666705808836525,4.0,4.0,0.0,0.06667058088365274,3.0666705808836525,0
YES,6.858742396513308,3.0,3.0,1.8587423965133079,2.141257603486692,3.141257603486692,2.141257603486692,5.858742396513308,0.14125760348669225,2.2825152069733843,3.7174847930266157,3.141257603486692,3.141257603486692,2.141257603486692,3.0,3.141257603486692,4.858742396513308,3.0,3.858742396513308,2.858742396513308,3.0,3.0,7.858742396513308,3.0,4.0,2.858742396513308,4.141257603486692,3.0,2.2825152069733843,0.8587423965133077,3.7174847930266157,0
YES,8.38676380122971,3.0,3.693381900614855,3.6132361987702892,2.9198542981554336,2.9198542981554336,2.693381900614855,7.61323619877029,8.0,3.0,1.6933819006148554,1.0,2.0,2.306618099385145,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,1.3867638012297108,3.0,3.0,0.3066180993851446,3.0,3.0,2.0,1.0,1.6933819006148554,0
YES,1.170259152125436,2.340518304250872,3.659481695749128,2.0,4.0,5.0,4.1702591521254355,0.17025915212543596,3.340518304250872,1.829740847874564,2.829740847874564,1.829740847874564,1.829740847874564,2.170259152125436,2.170259152125436,1.829740847874564,4.8297408478745645,5.0,5.0,4.0,4.0,4.0,2.659481695749128,4.659481695749128,2.170259152125436,4.1702591521254355,5.0,5.0,5.1702591521254355,1.0,3.0,0
YES,16.456584962291814,2.271707518854093,2.271707518854093,1.5434150377081859,3.0,3.728292481145907,5.0,1.0,8.728292481145907,1.0,1.728292481145907,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,5.184877443437721,3.271707518854093,1.5434150377081859,8.456584962291814,4.728292481145907,3.0,0.27170751885409294,1.0,0.5434150377081859,0
YES,3.574546067739454,2.0,3.787273033869727,2.0,2.787273033869727,2.0,3.212726966130273,7.425453932260546,0.2127269661302731,3.425453932260546,1.6381808983908193,3.0,4.0,3.0,3.212726966130273,4.0,3.787273033869727,3.212726966130273,3.0,2.0,2.787273033869727,3.0,2.787273033869727,3.212726966130273,3.0,5.787273033869727,4.212726966130273,3.212726966130273,7.0,1.0,0.0,0
YES,15.0,2.3964142123417944,4.396414212341794,3.0,3.0,2.6035857876582056,3.0,3.3964142123417944,1.8107573629746168,3.0,2.3964142123417944,3.0,3.6035857876582056,2.6035857876582056,3.0,3.6035857876582056,4.396414212341794,3.0,3.3964142123417944,2.3964142123417944,3.0,3.0,0.3964142123417944,3.0,3.6035857876582056,4.603585787658206,4.0,3.6035857876582056,5.396414212341794,0.3964142123417944,2.6035857876582056,0
YES,19.489140186079197,2.0,3.0,3.0,3.0,3.4963800620263985,5.0,5.5036199379736015,2.0,1.4963800620263985,1.9927601240527972,1.4963800620263985,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.4963800620263985,3.4963800620263985,7.0,3.0,3.0,8.503619937973601,5.0,3.0,2.5036199379736015,1.0,1.0072398759472028,0
YES,28.734159994316848,2.8670799971584238,2.2658400056831525,1.2658400056831527,3.0,3.8670799971584238,5.0,7.0,4.0,1.0,2.1329200028415762,1.1329200028415762,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,6.132920002841576,3.0,4.0,1.7341599943168473,5.0,4.0,1.1329200028415762,0.0,1.8670799971584238,0
YES,16.90534573299815,2.952672866499076,3.0,1.0,4.0,4.0,4.0,6.047327133500924,6.094654267001848,1.0946542670018486,3.0,2.047327133500924,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,7.094654267001848,4.0,3.0,6.952672866499076,3.952672866499076,3.0,0.9526728664990757,1.0,2.858018599497227,0
YES,9.785420331145566,2.0,3.0,3.0,3.0,3.0,5.0,1.214579668854433,1.4048598896181443,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.4048598896181446,4.0,7.809719779236289,3.0,3.0,2.5951401103818554,0.5951401103818557,1.0,0
YES,15.493649446719187,2.4936494467191874,3.0127011065616247,3.5063505532808126,3.9872988934383753,4.0,4.506350553280813,3.5063505532808126,7.987298893438375,2.0,2.4936494467191874,1.0,2.4936494467191874,2.4936494467191874,2.4936494467191874,2.4936494467191874,4.506350553280813,5.0,5.0,3.5063505532808126,3.4936494467191874,3.4936494467191874,0.0,3.4936494467191874,3.5063505532808126,7.987298893438375,4.0,4.0,0.5063505532808124,0.5063505532808124,2.4936494467191874,0
YES,26.971516356804138,1.0,2.9715163568041394,2.9715163568041394,3.0,2.9715163568041394,4.971516356804139,5.943032713608279,5.085450929587583,1.0,1.9715163568041392,1.9715163568041392,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.9715163568041394,3.0,3.0,1.0284836431958608,4.0,3.0284836431958606,0.05696728639172166,5.0,3.0284836431958606,1.9430327136082783,1.0,3.0284836431958606,0
YES,12.0,3.0,2.104955766492574,1.2762389416231437,2.0,2.0,4.276238941623143,8.0,4.447522116753713,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,1.2762389416231437,3.0,3.7237610583768563,2.2762389416231437,4.276238941623143,4.447522116753713,6.723761058376857,1.0,1.0,0
